STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Missouri,Cedar County,14349,213,186,207,-21,-3,239,236,-2,156,13.059505,14.53396525,-1.474460242,-0.210637177,16.7807618,16.57012463,449603,12,17,,,,,
Missouri,Chariton County,7426,-31,82,98,-16,0,-14,-14,-1,213,11.01928375,13.16938789,-2.150104146,0,-1.881341127,-1.881341127,328038,,,,,,,
Missouri,Christian County,88595,1551,1025,664,361,10,1178,1188,2,583,11.67166745,7.560963112,4.110704342,0.113869926,13.41387733,13.52774725,3712591,69,16,,,,,
Missouri,Clark County,6797,-36,72,67,5,4,-45,-41,0,90,10.5649303,9.831254586,0.733675715,0.586940572,-6.603081438,-6.016140866,243125,,,,,,,
Missouri,Clay County,249948,3588,3051,1803,1248,109,2231,2340,0,2653,12.29478469,7.265649556,5.029135134,0.439243373,8.990385003,9.429628376,12344886,192,16,,,23,14,15
Missouri,Clinton County,20387,-48,219,238,-19,-2,-25,-27,-2,445,10.7295086,11.66037921,-0.930870609,-0.09798638,-1.224829749,-1.322816129,888554,18,18,,,,,
Missouri,Cole County,76745,25,863,684,179,57,-210,-153,-1,4913,11.24686411,8.914084645,2.332779461,0.742840387,-2.736780373,-1.993939986,3740922,65,17,,,33,,14
Missouri,Cooper County,17709,83,202,184,18,12,56,68,-3,1539,11.43342295,10.41460309,1.018819867,0.679213245,3.169661808,3.848875053,704118,,,,,,,
Missouri,Crawford County,23920,-48,250,296,-46,-4,3,-1,-1,332,10.44102907,12.36217842,-1.921149348,-0.167056465,0.125292349,-0.041764116,859646,26,22,,,,,
Missouri,Dade County,7561,-3,66,109,-43,5,36,41,-1,133,8.727272727,14.41322314,-5.685950413,0.661157025,4.760330579,5.421487603,263528,,,,,,,
Missouri,Dallas County,16878,96,213,207,6,-1,94,93,-3,199,12.65597148,12.29946524,0.356506239,-0.059417706,5.585264409,5.525846702,575644,17,20,,,,,
Missouri,Daviess County,8278,-56,117,80,37,0,-92,-92,-1,152,14.08620275,9.631591621,4.454611125,0,-11.07633036,-11.07633036,280791,10,24,,,,,
Missouri,DeKalb County,12547,32,98,114,-16,-5,54,49,-1,3457,7.8206049,9.097438353,-1.276833453,-0.399010454,4.309312904,3.91030245,370936,10,16,,,,,
Missouri,Dent County,15573,26,174,184,-10,6,31,37,-1,201,11.18251928,11.8251928,-0.642673522,0.385604113,1.992287918,2.377892031,524693,10,13,,,,,
Missouri,Douglas County,13185,-174,155,180,-25,-7,-142,-149,0,123,11.67872212,13.56238698,-1.883664858,-0.52742616,-10.6992164,-11.22664256,379265,21,32,,,,,
Missouri,Dunklin County,29131,-347,357,447,-90,29,-287,-258,1,672,12.18242932,15.25362999,-3.071200669,0.989609104,-9.793717688,-8.804108584,1059263,32,21,,,,,
Missouri,Franklin County,103967,251,1186,1047,139,12,106,118,-6,858,11.42125258,10.08267408,1.338578507,0.115560734,1.020786487,1.136347222,4804384,89,17,,,,,
Missouri,Gasconade County,14706,26,152,197,-45,-1,74,73,-2,250,10.34506228,13.40774519,-3.06268291,-0.06805962,5.036411897,4.968352277,601827,14,19,,,,,
Missouri,Gentry County,6571,-27,83,90,-7,0,-19,-19,-1,177,12.60536108,13.66846382,-1.063102741,0,-2.885564583,-2.885564583,283334,,,,,,,
Missouri,Greene County,293086,2032,3269,2773,496,224,1310,1534,2,11278,11.19252234,9.494299312,1.698223029,0.766939432,4.485226144,5.252165577,13495507,221,15,,,20,,15
Missouri,Grundy County,9850,-125,151,118,33,6,-165,-159,1,350,15.2332913,11.90416141,3.329129887,0.605296343,-16.64564943,-16.04035309,345804,10,20,,,,,
Missouri,Harrison County,8352,-42,86,114,-28,-3,-10,-13,-1,145,10.27110952,13.61519169,-3.344082169,-0.358294518,-1.19431506,-1.552609578,305150,,,,,,,
Missouri,Henry County,21824,16,236,290,-54,-6,76,70,0,233,10.81774844,13.29299597,-2.475247525,-0.275027503,3.483681702,3.208654199,916878,25,23,,,,,
Missouri,Hickory County,9544,86,87,137,-50,-3,138,135,1,75,9.156930849,14.41953479,-5.262603936,-0.315756236,14.52478687,14.20903063,277495,11,23,,,,,
Missouri,Holt County,4403,-9,43,57,-14,0,6,6,-1,101,9.756097561,12.93250142,-3.176403857,0,1.361315939,1.361315939,220697,,,,,,,
Missouri,Howard County,10001,-58,107,87,20,0,-78,-78,0,719,10.66799601,8.673978066,1.994017946,0,-7.77666999,-7.77666999,411524,12,24,,,,,
Missouri,Howell County,40117,-9,504,508,-4,9,-11,-2,-3,608,12.5618434,12.66154057,-0.09969717,0.224318632,-0.274167217,-0.049848585,1409031,45,22,,,,,
Missouri,Iron County,10125,-62,98,152,-54,2,-9,-7,-1,276,9.649468295,14.96652225,-5.317053958,0.196927924,-0.88617566,-0.689247735,340854,10,20,,,,,
Missouri,Jackson County,703011,2227,8996,6497,2499,602,-845,-243,-29,11068,12.8166862,9.256337286,3.560348911,0.857675088,-1.203879484,-0.346204396,33610087,1038,30,,,65,19,19
Missouri,Jasper County,121328,873,1543,1192,351,100,423,523,-1,2488,12.76351108,9.860081147,2.903429935,0.827188016,3.499005306,4.326193322,4990403,102,17,,,,,
Missouri,Jefferson County,225081,671,2464,2150,314,39,329,368,-11,1983,10.96351206,9.56637619,1.397135872,0.173529615,1.463878031,1.637407646,9889033,203,18,,,,,
Missouri,Johnson County,54062,441,686,378,308,41,94,135,-2,3684,12.7411012,7.020606781,5.720494414,0.761494386,1.745865178,2.507359565,2040380,33,12,,,,,
Missouri,Knox County,3959,-6,52,51,1,0,-6,-6,-1,87,13.1246845,12.87228672,0.252397779,0,-1.514386673,-1.514386673,140141,,,,,,,
Missouri,Laclede County,35723,127,474,396,78,-2,53,51,-2,345,13.29239053,11.10503512,2.187355403,-0.056086036,1.486279953,1.430193918,1299151,31,17,,,,,
Missouri,Lafayette County,32708,166,356,371,-15,-7,192,185,-4,724,10.9118774,11.37164751,-0.459770115,-0.214559387,5.885057471,5.670498084,1396583,22,13,,,,,
Missouri,Lawrence County,38355,91,502,461,41,-22,75,53,-3,559,13.10379932,12.0335687,1.070230622,-0.57427009,1.957738942,1.383468852,1326115,36,19,,,,,
Missouri,Lewis County,9776,-63,125,103,22,-2,-81,-83,-2,788,12.74534795,10.50216671,2.243181239,-0.203925567,-8.25898547,-8.462911037,356994,,,,,,,
Missouri,Lincoln County,59013,1400,790,467,323,2,1072,1074,3,631,13.54757944,8.008505822,5.53907362,0.03429767,18.38355084,18.41784851,2431431,48,17,,,,,
Missouri,Linn County,11920,-119,124,163,-39,5,-84,-79,-1,152,10.35101632,13.6065779,-3.255561584,0.41737969,-7.011978797,-6.594599107,467245,15,25,,,,,
Missouri,Livingston County,15227,46,153,165,-12,3,55,58,0,1995,10.06314128,10.85240726,-0.789265983,0.197316496,3.617469087,3.814785583,591628,12,16,,,,,
Missouri,McDonald County,22837,-126,364,220,144,24,-293,-269,-1,157,15.89519651,9.6069869,6.288209607,1.048034935,-12.79475983,-11.74672489,683782,15,20,,,,,
Missouri,Macon County,15117,-50,182,193,-11,6,-44,-38,-1,286,12.01954828,12.74600449,-0.726456215,0.396248844,-2.905824858,-2.509576014,625602,,,,,,,
Missouri,Madison County,12088,-100,135,177,-42,-2,-55,-57,-1,165,11.1220959,14.58230351,-3.460207612,-0.164771791,-4.531224254,-4.695996045,448778,,,,,,,
Missouri,Maries County,8697,-73,76,91,-15,4,-61,-57,-1,67,8.702124005,10.41964848,-1.717524475,0.458006527,-6.984599531,-6.526593004,304222,24,17,,,,,
Missouri,Marion County,28530,-10,346,310,36,12,-56,-44,-2,1371,12.12545996,10.86385141,1.261608551,0.420536184,-1.96250219,-1.541966007,1173662,16,14,,,,,
Missouri,Mercer County,3617,-9,48,42,6,1,-15,-14,-1,51,13.25417645,11.59740439,1.656772056,0.276128676,-4.141930139,-3.865801463,114811,,,,,,,
Missouri,Miller County,25619,304,301,276,25,-4,285,281,-2,271,11.81921703,10.83755448,0.981662544,-0.157066007,11.190953,11.03388699,925016,19,15,,,,,
Missouri,Mississippi County,13180,-214,141,190,-49,0,-164,-164,-1,1845,10.61187627,14.29969143,-3.687815158,0,-12.34289155,-12.34289155,420516,17,25,,,,,
Missouri,Moniteau County,16132,-54,205,165,40,17,-110,-93,-1,1376,12.68642862,10.21102791,2.475400706,1.0520453,-6.80735194,-5.75530664,598262,,,,,,,
Missouri,Monroe County,8644,8,87,92,-5,0,15,15,-2,128,10.06944444,10.64814815,-0.578703704,0,1.736111111,1.736111111,354609,,,,,,,
Missouri,Montgomery County,11551,63,127,140,-13,2,72,74,2,394,11.02478406,12.15330527,-1.128521203,0.173618647,6.250271279,6.423889926,478503,13,22,,,,,
Missouri,Morgan County,20627,213,271,289,-18,-6,235,229,2,302,13.20630589,14.0834775,-0.877171609,-0.292390536,11.45196267,11.15957214,863056,12,12,,,,,
Missouri,New Madrid County,17076,-196,204,242,-38,0,-160,-160,2,332,11.87842087,14.09106789,-2.212647025,0,-9.316408525,-9.316408525,639339,22,25,,,,,
Missouri,Newton County,58236,78,692,619,73,6,3,9,-4,882,11.89064728,10.63628709,1.25436019,0.103098098,0.051549049,0.154647147,2315907,44,15,,,,,
Missouri,Nodaway County,22092,-131,195,186,9,4,-145,-141,1,3648,8.80063184,8.394448832,0.406183008,0.180525781,-6.544059574,-6.363533792,724114,10,9,,,,,
Missouri,Oregon County,10529,-29,111,146,-35,1,6,7,-1,121,10.52781335,13.84739413,-3.319580784,0.094845165,0.569070992,0.663916157,322175,13,24,,,,,
Missouri,Osage County,13615,-37,142,131,11,0,-48,-48,0,405,10.41552059,9.60868449,0.806836102,0,-3.520739355,-3.520739355,620721,16,23,,,,,
Missouri,Ozark County,9174,104,80,131,-51,0,155,155,0,123,8.770006578,14.36088577,-5.590879193,0,16.99188774,16.99188774,285895,,,,,,,
Missouri,Pemiscot County,15805,-451,224,236,-12,-8,-433,-441,2,202,13.97336328,14.72193631,-0.748573033,-0.499048688,-27.01101026,-27.51005895,577774,25,30,,,,,
Missouri,Perry County,19136,-138,222,222,0,10,-150,-140,2,286,11.55948972,11.55948972,0,0.520697735,-7.810466024,-7.28976829,807796,12,13,,,,,
Missouri,Pettis County,42339,-102,577,424,153,15,-270,-255,0,851,13.61170087,10.00235905,3.609341826,0.353857042,-6.369426752,-6.01556971,1622338,22,10,,,,,
Missouri,Phelps County,44573,22,461,421,40,173,-191,-18,0,3017,10.34513711,9.447511333,0.89762578,3.882231498,-4.286163099,-0.403931601,1779956,32,14,,,,,
Missouri,Pike County,18302,-200,206,189,17,0,-217,-217,0,2372,11.19443539,10.27062276,0.923812629,0,-11.7921965,-11.7921965,647566,16,17,,,,,
Missouri,Platte County,104418,1654,1191,693,498,208,946,1154,2,868,11.49713778,6.689770347,4.807367435,2.007896439,9.132067458,11.1399639,6157235,72,14,,,,,
Missouri,Polk County,32149,-65,399,388,11,-13,-63,-76,0,1513,12.39842767,12.05661638,0.341811289,-0.403958796,-1.957646474,-2.36160527,1135985,21,13,,,,,
Missouri,Pulaski County,52607,610,676,297,379,48,183,231,0,9982,12.92493595,5.678559137,7.246376812,0.917746931,3.498910176,4.416657107,2203553,40,15,,,,,
Missouri,Putnam County,4696,-52,55,55,0,0,-53,-53,1,57,11.64760695,11.64760695,0,0,-11.2240576,-11.2240576,168038,,,,,,,
Missouri,Ralls County,10309,75,101,76,25,0,49,49,1,54,9.83303315,7.399114053,2.433919097,0,4.770481429,4.770481429,410904,,,,,,,
Missouri,Randolph County,24748,16,292,239,53,5,-42,-37,0,2256,11.80274859,9.660468876,2.142279709,0.202101859,-1.697655618,-1.495553759,978281,26,21,,,,,
Missouri,Ray County,23018,73,262,279,-17,-4,93,89,1,311,11.4004743,12.14019973,-0.739725431,-0.174053043,4.046733242,3.872680199,997321,17,15,,,,,
Missouri,Reynolds County,6270,-12,64,91,-27,0,17,17,-2,101,10.19757808,14.49968133,-4.30210325,0,2.708731676,2.708731676,222767,11,35,,,,,
Missouri,Ripley County,13288,-132,137,204,-67,-2,-65,-67,2,63,10.2590984,15.2763217,-5.017223304,-0.14976786,-4.867455444,-5.017223304,414294,18,27,,,,,
Missouri,St. Charles County,402022,3242,4289,2988,1301,387,1567,1954,-13,5450,10.71176146,7.462518825,3.249242634,0.966531053,3.913576639,4.880107692,22144650,16,14,,,,,
Missouri,St. Clair County,9397,8,92,134,-42,-5,56,51,-1,207,9.79452784,14.26594272,-4.471414883,-0.532311296,5.961886511,5.429575216,285566,,,,,,,
Missouri,Ste. Genevieve County,17894,17,204,199,5,-1,15,14,-2,277,11.40588745,11.12633139,0.279556065,-0.055911213,0.838668195,0.782756982,752449,,,,,,,
Missouri,St. Francois County,67215,478,693,774,-81,-7,566,559,0,7012,10.34698997,11.5563784,-1.209388438,-0.10451505,8.450788342,8.346273292,2341796,38,20,,,42,,17
Missouri,St. Louis County,994205,-1014,11089,10264,825,1722,-3548,-1826,-13,19318,11.14795036,10.31856457,0.829385792,1.731154344,-3.566861564,-1.83570722,74023969,,,,,,,
Missouri,Saline County,22761,-129,240,241,-1,45,-174,-129,1,1489,10.51455609,10.55836674,-0.04381065,1.971479267,-7.623053164,-5.651573898,870987,,,,,,,
Missouri,Schuyler County,4660,66,76,49,27,2,37,39,0,47,16.42532959,10.59001513,5.835314459,0.432245516,7.996542036,8.428787551,136891,209,11,,,17,,10
Missouri,Scotland County,4902,-36,73,40,33,0,-69,-69,0,76,14.83739837,8.130081301,6.707317073,0,-14.02439024,-14.02439024,170231,10,21,,,,,
Missouri,Scott County,38280,-261,482,454,28,-6,-280,-286,-3,559,12.54865206,11.81968472,0.72896734,-0.156207287,-7.289673397,-7.445880684,1587173,53,16,,,,,
Missouri,Shannon County,8166,-23,92,81,11,0,-35,-35,1,80,11.25038215,9.905227759,1.345154387,0,-4.280036686,-4.280036686,249391,1030,21,,,51,11,11
Missouri,Shelby County,5930,-67,76,51,25,0,-93,-93,1,198,12.74419385,8.552024818,4.192169028,0,-15.59486879,-15.59486879,236701,762,50,,,86,,18
Missouri,Stoddard County,29025,-239,328,388,-60,-2,-177,-179,0,690,11.25426753,13.312975,-2.058707475,-0.068623582,-6.073187051,-6.141810633,1095456,12,13,,,,,
Missouri,Stone County,31952,251,253,403,-150,-5,406,401,0,300,7.949350384,12.66240397,-4.713053587,-0.157101786,12.75666504,12.59956326,1284481,24,16,,,,,
Missouri,Sullivan County,6089,-144,86,71,15,10,-169,-159,0,108,13.95877293,11.52410323,2.434669697,1.623113131,-27.43061191,-25.80749878,236154,42,27,,,,,
Missouri,Taney County,55928,209,615,555,60,7,145,152,-3,1755,11.01686566,9.942049495,1.074816162,0.125395219,2.597472391,2.72286761,2082296,,,,,,,
Missouri,Texas County,25398,-108,268,290,-22,-11,-75,-86,0,1891,10.52962439,11.39399654,-0.864372152,-0.432186076,-2.946723244,-3.37890932,751351,47,17,,,,,
Missouri,Vernon County,20563,71,242,227,15,3,55,58,-2,868,11.78906345,11.05833638,0.730727073,0.146145415,2.679332603,2.825478017,724723,26,20,,,,,
Missouri,Warren County,35649,883,416,313,103,7,771,778,2,317,11.81566428,8.890151246,2.92551303,0.198821274,21.89874317,22.09756444,1523817,16,16,,,,,
Missouri,Washington County,24730,-203,274,271,3,-1,-206,-207,1,1092,11.03437167,10.91355738,0.120814288,-0.040271429,-8.295914463,-8.336185893,760904,26,15,,,,,
Missouri,Wayne County,12873,-259,124,201,-77,-2,-180,-182,0,133,9.536627572,15.45856566,-5.921938089,-0.153816574,-13.84349164,-13.99730821,401234,21,17,,,,,
Missouri,Webster County,39592,413,572,378,194,0,218,218,1,927,14.5231113,9.597440683,4.925670615,0,5.535031928,5.535031928,1341600,19,29,,,,,
Missouri,Worth County,2013,-13,23,18,5,0,-18,-18,0,52,11.38895766,8.913097301,2.475860362,0,-8.913097301,-8.913097301,74890,37,19,,,,,
Missouri,Wright County,18289,102,243,243,0,-7,111,104,-2,195,13.32382937,13.32382937,0,-0.383814015,6.086193662,5.702379647,601041,,,,,,,
Missouri,St. Louis city,300576,-2843,3938,3079,859,734,-4414,-3680,-22,11599,13.03984305,10.19544864,2.844394407,2.430483696,-14.61601503,-12.18553134,14647938,16,17,,,,,
Montana,Beaverhead County,9453,41,77,99,-22,13,49,62,1,442,8.163265306,10.49562682,-2.332361516,1.378213623,5.194805195,6.573018818,455417,10,21,,,,,
Montana,Big Horn County,13319,-46,244,132,112,12,-170,-158,0,137,18.28811273,9.89356918,8.394543547,0.89941538,-12.74171788,-11.8423025,417506,18,27,,,,,
Montana,Blaine County,6681,-93,81,63,18,4,-115,-111,0,220,12.04013378,9.364548495,2.675585284,0.594574508,-17.09401709,-16.49944259,206525,,,,,,,
Montana,Broadwater County,6237,165,60,51,9,-1,155,154,2,52,9.748964173,8.286619547,1.462344626,-0.162482736,25.18482411,25.02234138,283678,,,,,,,
Montana,Carbon County,10725,34,73,86,-13,2,46,48,-1,53,6.817332835,8.031378409,-1.214045573,0.186776242,4.295853567,4.48262981,576572,14,26,,,,,
Montana,Carter County,1252,22,19,15,4,0,19,19,-1,11,15.31023368,12.08702659,3.223207091,0,15.31023368,15.31023368,50712,,,,,,,
Montana,Cascade County,81366,-322,1054,785,269,6,-595,-589,-2,2484,12.92823237,9.628711961,3.299520404,0.073595251,-7.29819569,-7.224600439,4004624,76,19,,,,,
Montana,Chouteau County,5635,-105,44,64,-20,1,-87,-86,1,135,7.736263736,11.25274725,-3.516483516,0.175824176,-15.2967033,-15.12087912,231433,,,,,,,
Montana,Custer County,11402,-190,126,148,-22,2,-171,-169,1,429,10.95938071,12.87292337,-1.913542663,0.173958424,-14.87344525,-14.69948682,535942,,,,,,,
Montana,Daniels County,1690,-39,17,14,3,1,-43,-42,0,41,9.944428195,8.189529102,1.754899093,0.584966364,-25.15355367,-24.56858731,81199,,,,,,,
Montana,Dawson County,8613,-67,73,83,-10,-1,-56,-57,0,498,8.442722489,9.599259816,-1.156537327,-0.115653733,-6.476609033,-6.592262765,402719,,,,,,,
Montana,Deer Lodge County,9140,11,69,120,-51,-3,65,62,0,853,7.553779627,13.13700805,-5.58322842,-0.328425201,7.115879359,6.787454157,377345,19,42,,,,,
Montana,Fallon County,2846,-66,37,26,11,0,-77,-77,0,34,12.85168461,9.030913512,3.820771101,0,-26.74539771,-26.74539771,143218,,,,,,,
Montana,Fergus County,11050,-67,104,130,-26,10,-51,-41,0,465,9.383317544,11.72914693,-2.345829386,0.902242072,-4.601434565,-3.699192493,502927,12,21,,,,,
Montana,Flathead County,103806,1789,1113,917,196,-42,1629,1587,6,993,10.81511784,8.91056879,1.904549054,-0.408117654,15.82913474,15.42101709,5208960,91,18,,,,,
Montana,Gallatin County,114434,2752,1262,612,650,111,1973,2084,18,3273,11.16241221,5.413150772,5.749261441,0.981796954,17.45121973,18.43301668,6890696,82,15,,,,,
Montana,Garfield County,1258,1,14,12,2,0,-2,-2,1,0,11.1332008,9.542743539,1.590457257,0,-1.590457256,-1.590457256,42204,,,,,,,
Montana,Glacier County,13753,-75,238,142,96,3,-175,-172,1,690,17.2582575,10.29694355,6.961313948,0.217541061,-12.68989522,-12.47235416,507417,14,20,,,,,
Montana,Golden Valley County,821,-1,12,5,7,0,-6,-6,-2,89,14.60742544,6.086427267,8.520998174,0,-7.303712721,-7.303712721,41372,,,,,,,
Montana,Granite County,3379,8,16,34,-18,4,22,26,0,40,4.740740741,10.07407407,-5.333333333,1.185185185,6.518518519,7.703703704,152793,,,,,,,
Montana,Hill County,16484,142,289,161,128,7,7,14,0,593,17.60799366,9.809297508,7.798696156,0.426491196,0.426491196,0.852982392,758502,,,,,,,
Montana,Jefferson County,12221,127,105,138,-33,2,158,160,0,230,8.636644047,11.35101789,-2.714373843,0.164507506,12.99609295,13.16060045,612339,13,22,,,,,
Montana,Judith Basin County,2007,61,12,14,-2,1,61,62,1,0,6.071338224,7.083227928,-1.011889704,0.505944852,30.86263597,31.36858083,99486,,,,,,,
Montana,Lake County,30458,238,317,331,-14,-5,261,256,-4,585,10.44859752,10.91004977,-0.461452256,-0.164804377,8.60278849,8.437984113,1249185,38,25,26,,,,24
Montana,Lewis and Clark County,69432,810,742,653,89,-17,740,723,-2,1961,10.7494169,9.460066351,1.289350544,-0.246280441,10.72044273,10.47416228,3542586,64,19,,,,,
Montana,Liberty County,2337,-79,16,20,-4,-1,-73,-74,-1,403,6.732589943,8.415737429,-1.683147486,-0.420786871,-30.71744162,-31.13822849,107836,,,,,,,
Montana,Lincoln County,19980,183,158,282,-124,9,297,306,1,209,7.944289414,14.17904819,-6.23475878,0.452522815,14.93325289,15.3857757,758241,27,28,,,,,
Montana,McCone County,1664,-5,16,15,1,0,-7,-7,1,19,9.600960096,9.00090009,0.600060006,0,-4.200420042,-4.200420042,64554,,,,,,,
Montana,Madison County,8600,70,53,78,-25,0,95,95,0,163,6.187974314,9.106830123,-2.918855809,0,11.09165207,11.09165207,469391,,,,,,,
Montana,Meagher County,1862,5,12,17,-5,1,9,10,0,174,6.453347674,9.142242538,-2.688894864,0.537778973,4.840010756,5.377789728,83164,,,,,,,
Montana,Mineral County,4397,90,37,56,-19,-2,112,110,-1,22,8.501838235,12.86764706,-4.365808824,-0.459558824,25.73529412,25.27573529,175814,,,,,,,
Montana,Missoula County,119600,960,1131,887,244,112,603,715,1,3645,9.494627267,7.446272666,2.0483546,0.940228341,5.06212223,6.002350571,6212032,106,18,,,,,
Montana,Musselshell County,4633,1,41,70,-29,3,26,29,1,52,8.850512682,15.11063141,-6.260118726,0.647598489,5.612520238,6.260118726,213227,,,,,,,
Montana,Park County,16606,-42,154,166,-12,-4,-24,-28,-2,108,9.262043664,9.983761352,-0.721717688,-0.240572563,-1.443435376,-1.684007939,879344,21,26,,,,,
Montana,Petroleum County,487,-25,2,8,-6,0,-19,-19,0,0,4.004004004,16.01601602,-12.01201201,0,-38.03803804,-38.03803804,16495,,,,,,,
Montana,Phillips County,3954,-106,42,47,-5,0,-102,-102,1,127,10.4816571,11.72947342,-1.247816321,0,-25.45545296,-25.45545296,163227,10,49,,,,,
Montana,Pondera County,5911,-49,77,56,21,13,-82,-69,-1,645,12.97279084,9.434756971,3.538033864,2.19021144,-13.81517985,-11.62496841,291459,,,,,,,
Montana,Powder River County,1682,-38,21,17,4,0,-44,-44,2,35,12.34567901,9.994121105,2.351557907,0,-25.86713698,-25.86713698,57868,,,,,,,
Montana,Powell County,6890,-63,57,84,-27,1,-37,-36,0,1698,8.235209131,12.13609767,-3.900888536,0.144477353,-5.345662067,-5.201184714,300973,,,,,,,
Montana,Prairie County,1077,7,12,7,5,0,3,3,-1,21,11.17838845,6.520726595,4.657661854,0,2.794597112,2.794597112,50522,,,,,,,
